data,denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_attualmente_positivi,nuovi_attualmente_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,note_it,note_en
2020-03-22,Friuli Venezia Giulia,163,47,210,528,738,72,89,47,874,6761,,
2020-03-22,Lazio,671,79,750,522,1272,186,58,53,1383,17845,,
2020-03-22,Liguria,736,132,868,483,1351,192,143,171,1665,4995,,
2020-03-22,Lombardia,9439,1142,10581,7304,17885,515,5865,3456,27206,70598,,
2020-03-22,Marche,816,138,954,1277,2231,234,6,184,2421,6391,,
2020-03-22,Molise,24,7,31,21,52,5,7,7,66,532,,
2020-03-22,Piemonte,2118,308,2426,1701,4127,621,10,283,4420,12701,,
2020-03-22,Puglia,252,37,289,459,748,106,7,31,786,6160,,
2020-03-22,Sardegna,67,16,83,244,327,6,5,7,339,2402,,
2020-03-22,Sicilia,220,55,275,321,596,138,26,8,630,5580,,
2020-03-22,Toscana,706,215,921,1223,2144,239,42,91,2277,13264,,
2020-03-22,P.A. Trento,235,46,281,604,885,165,34,35,954,3050,,
2020-03-22,Umbria,97,35,132,368,500,53,5,16,521,3135,,
2020-03-22,Valle d'Aosta,63,21,84,270,354,50,1,9,364,950,,
2020-03-22,Veneto,1113,255,1368,3276,4644,430,309,169,5122,57671,,
2020-03-23,Abruzzo,228,52,280,325,605,66,20,38,663,3674,,
2020-03-23,Basilicata,15,12,27,62,89,8,0,1,90,696,,
2020-03-23,P.A. Bolzano,145,33,178,510,688,40,7,29,724,6084,,
2020-03-23,Calabria,82,20,102,178,280,20,5,7,292,4073,,
2020-03-23,Campania,266,110,376,553,929,63,48,49,1026,5813,,
2020-03-23,Emilia Romagna,2846,276,3122,4098,7220,830,423,892,8535,31200,,
2020-03-23,Friuli Venezia Giulia,185,41,226,545,771,33,105,54,930,7424,,
2020-03-23,Lazio,718,96,814,600,1414,142,63,63,1540,18371,,
2020-03-23,Liguria,761,133,894,659,1553,202,159,212,1924,5538,,
2020-03-23,Lombardia,9266,1183,10449,8461,18910,1025,6075,3776,28761,73242,,
2020-03-23,Marche,882,148,1030,1328,2358,127,8,203,2569,6782,,
2020-03-23,Molise,25,7,32,18,50,-2,10,7,67,532,,
2020-03-23,Piemonte,2194,343,2537,1992,4529,402,17,315,4861,13560,,
2020-03-23,Puglia,285,45,330,532,862,114,7,37,906,6761,,
2020-03-23,Sardegna,76,18,94,249,343,16,5,11,359,2568,,
2020-03-23,Sicilia,250,60,310,371,681,85,27,13,721,6375,,
2020-03-23,Toscana,838,238,1076,1225,2301,157,51,109,2461,13851,,
2020-03-23,P.A. Trento,249,46,295,619,914,29,68,41,1023,3150,,
2020-03-23,Umbria,106,42,148,408,556,56,5,16,577,3561,,
2020-03-23,Valle d'Aosta,69,20,89,290,379,25,2,12,393,1098,,
2020-03-23,Veneto,1206,281,1487,3499,4986,342,327,192,5505,61115,,
2020-03-24,Abruzzo,234,57,291,331,622,17,21,46,689,4294,,
2020-03-24,Basilicata,14,12,26,65,91,2,0,1,92,744,,
2020-03-24,P.A. Bolzano,166,38,204,495,699,11,44,38,781,6509,,
2020-03-24,Calabria,88,21,109,195,304,24,5,10,319,4486,,
2020-03-24,Campania,345,181,526,466,992,63,53,56,1101,6297,,
2020-03-24,Emilia Romagna,2974,291,3265,4446,7711,491,558,985,9254,33527,,
2020-03-24,Friuli Venezia Giulia,195,49,244,604,848,77,80,64,992,8526,,
2020-03-24,Lazio,747,94,841,704,1545,131,103,80,1728,18371,,
2020-03-24,Liguria,803,147,950,742,1692,139,193,231,2116,5992,,
2020-03-24,Lombardia,9711,1194,10905,8963,19868,958,6657,4178,30703,76695,,
2020-03-24,Marche,862,149,1011,1486,2497,139,8,231,2736,7229,,
2020-03-24,Molise,27,7,34,21,55,5,10,8,73,572,,
2020-03-24,Piemonte,2404,360,2764,2360,5124,595,17,374,5515,15469,,
2020-03-24,Puglia,317,57,374,566,940,78,21,44,1005,7345,,
2020-03-24,Sardegna,80,19,99,296,395,52,11,15,421,2859,,
2020-03-24,Sicilia,250,60,310,489,799,118,27,20,846,7170,,
2020-03-24,Toscana,918,244,1162,1357,2519,218,51,129,2699,15701,,
2020-03-24,P.A. Trento,308,49,357,618,975,61,79,56,1110,3712,,
2020-03-24,Umbria,105,43,148,476,624,68,5,19,648,4108,,
2020-03-24,Valle d'Aosta,71,20,91,288,379,0,2,19,400,1180,,
2020-03-24,Veneto,1318,304,1622,3729,5351,365,381,216,5948,66178,,
2020-03-25,Abruzzo,248,59,307,431,738,116,23,52,813,4982,,
2020-03-25,Basilicata,20,14,34,78,112,21,0,1,113,857,,
2020-03-25,P.A. Bolzano,190,40,230,518,748,49,67,43,858,6649,,
2020-03-25,Calabria,93,23,116,217,333,29,7,11,351,5058,,
2020-03-25,Campania,318,123,441,631,1072,80,53,74,1199,6972,,
2020-03-25,Emilia Romagna,3180,294,3474,4782,8256,545,721,1077,10054,38045,,
2020-03-25,Friuli Venezia Giulia,200,52,252,659,911,63,158,70,1139,9494,,
2020-03-25,Lazio,805,101,906,769,1675,130,131,95,1901,20669,,
2020-03-25,Liguria,927,147,1074,752,1826,134,225,254,2305,6602,,
2020-03-25,Lombardia,10026,1236,11262,9329,20591,723,7281,4474,32346,81666,,
2020-03-25,Marche,938,148,1086,1553,2639,142,8,287,2934,7896,,
2020-03-25,Molise,26,7,33,20,53,-2,12,8,73,580,,
2020-03-25,Piemonte,2544,381,2925,2631,5556,432,19,449,6024,16655,,
2020-03-25,Puglia,349,64,413,610,1023,83,22,48,1093,8223,,
2020-03-25,Sardegna,82,19,101,311,412,17,12,18,442,3019,,
2020-03-25,Sicilia,259,80,339,597,936,137,33,25,994,8312,,
2020-03-25,Toscana,999,251,1250,1526,2776,257,54,142,2972,17868,,
2020-03-25,P.A. Trento,308,65,373,685,1058,83,90,74,1222,4114,,
2020-03-25,Umbria,123,44,167,519,686,62,5,19,710,4707,,
2020-03-25,Valle d'Aosta,70,25,95,280,375,-4,2,24,401,1200,,
2020-03-25,Veneto,1407,316,1723,4022,5745,394,439,258,6442,70877,,
2020-03-26,Abruzzo,280,64,344,516,860,122,23,63,946,5488,,
2020-03-26,Basilicata,22,16,38,95,133,21,0,1,134,1046,,
2020-03-26,P.A. Bolzano,223,43,266,525,791,43,67,48,906,7744,,
2020-03-26,Calabria,101,23,124,248,372,39,7,14,393,5933,,
2020-03-26,Campania,448,114,562,607,1169,97,58,83,1310,8346,,
2020-03-26,Emilia Romagna,3354,301,3655,5195,8850,594,792,1174,10816,42395,,
2020-03-26,Friuli Venezia Giulia,212,54,266,688,954,43,197,72,1223,10721,,
2020-03-26,Lazio,878,113,991,844,1835,160,155,106,2096,22771,,
2020-03-26,Liguria,998,154,1152,875,2027,201,260,280,2567,7304,,
2020-03-26,Lombardia,10681,1263,11944,10245,22189,1598,7839,4861,34889,87713,,
2020-03-26,Marche,977,166,1143,1652,2795,156,9,310,3114,8623,,
2020-03-26,Molise,27,8,35,46,81,28,14,8,103,670,,
2020-03-26,Piemonte,2633,408,3041,2909,5950,394,135,449,6534,18054,,
2020-03-26,Puglia,480,76,556,539,1095,72,22,65,1182,9191,,
2020-03-26,Sardegna,92,20,112,350,462,50,13,19,494,3461,,
2020-03-26,Sicilia,346,68,414,681,1095,159,36,33,1164,9658,,
2020-03-26,Toscana,1037,259,1296,1677,2973,197,95,158,3226,20952,,
2020-03-26,P.A. Trento,300,66,366,728,1094,36,117,86,1297,4600,,
2020-03-26,Umbria,144,46,190,580,770,84,12,20,802,5428,,
2020-03-26,Valle d'Aosta,73,24,97,281,378,3,2,28,408,1203,,
2020-03-26,Veneto,1447,326,1773,4367,6140,395,508,287,6935,79759,,
